adverse_event	select_target_uniprot	select_target_symbol
wrong_drug_administered	P04150	NR3C1
wrong_drug_administered	P13726	F3
wrong_drug_administered	P16109	SELP
wrong_drug_administered	P22894	MMP8
wrong_drug_administered	P23975	SLC6A2
wrong_drug_administered	P29466	CASP1
wrong_drug_administered	P35498	SCN1A
wrong_drug_administered	P37231	PPARG
wrong_drug_administered	P41143	OPRD1
wrong_drug_administered	P46098	HTR3A
wrong_drug_administered	P48039	MTNR1A
wrong_drug_administered	P62937	PPIA
wrong_drug_administered	Q08499	PDE4D
wrong_drug_administered	Q13133	NR1H3
wrong_drug_administered	Q16832	DDR2
wrong_drug_administered	Q9H228	S1PR5
wrong_technique_in_drug_usage_process	O00519	FAAH
wrong_technique_in_drug_usage_process	O43353	RIPK2
wrong_technique_in_drug_usage_process	P07339	CTSD
wrong_technique_in_drug_usage_process	P08172	CHRM2
wrong_technique_in_drug_usage_process	P13497	BMP1
wrong_technique_in_drug_usage_process	P20839	IMPDH1
wrong_technique_in_drug_usage_process	P21918	DRD5
wrong_technique_in_drug_usage_process	P23975	SLC6A2
wrong_technique_in_drug_usage_process	P28715	ERCC5
wrong_technique_in_drug_usage_process	P30968	GNRHR
wrong_technique_in_drug_usage_process	P31749	AKT1
wrong_technique_in_drug_usage_process	P35372	OPRM1
wrong_technique_in_drug_usage_process	P35498	SCN1A
wrong_technique_in_drug_usage_process	P43681	CHRNA4
wrong_technique_in_drug_usage_process	P45452	MMP13
wrong_technique_in_drug_usage_process	P48058	GRIA4
wrong_technique_in_drug_usage_process	P49146	NPY2R
wrong_technique_in_drug_usage_process	P55212	CASP6
wrong_technique_in_drug_usage_process	Q13002	GRIK2
wrong_technique_in_drug_usage_process	Q92731	ESR2
wrong_technique_in_drug_usage_process	Q9GZT9	EGLN1
wrong_technique_in_drug_usage_process	Q9Y251	HPSE
overdose	O00519	FAAH
overdose	O14757	CHEK1
overdose	O15379	HDAC3
overdose	O43570	CA12
overdose	P11086	PNMT
overdose	P13612	ITGA4
overdose	P21728	DRD1
overdose	P23975	SLC6A2
overdose	P25021	HRH2
overdose	P30968	GNRHR
overdose	P34913	EPHX2
overdose	P35367	HRH1
overdose	P35498	SCN1A
overdose	P47871	GCGR
overdose	P47989	XDH
overdose	P49356	FNTB
overdose	P62942	FKBP1A
overdose	Q02750	MAP2K1
overdose	Q07343	PDE4B
overdose	Q13946	PDE7A
overdose	Q15858	SCN9A
overdose	Q16769	QPCT
overdose	Q92847	GHSR
overdose	Q99808	SLC29A1
overdose	Q9Y233	PDE10A
heart_rate_decreased	O00519	FAAH
heart_rate_decreased	O14965	AURKA
heart_rate_decreased	O15379	HDAC3
heart_rate_decreased	O60218	AKR1B10
heart_rate_decreased	O96017	CHEK2
heart_rate_decreased	P00734	F2
heart_rate_decreased	P00797	REN
heart_rate_decreased	P04626	ERBB2
heart_rate_decreased	P06493	CDK1
heart_rate_decreased	P07099	EPHX1
heart_rate_decreased	P07339	CTSD
heart_rate_decreased	P07711	CTSL
heart_rate_decreased	P08254	MMP3
heart_rate_decreased	P08473	MME
heart_rate_decreased	P10275	AR
heart_rate_decreased	P10826	RARB
heart_rate_decreased	P11086	PNMT
heart_rate_decreased	P13497	BMP1
heart_rate_decreased	P14780	MMP9
heart_rate_decreased	P17612	PRKACA
heart_rate_decreased	P18405	SRD5A1
heart_rate_decreased	P22303	ACHE
heart_rate_decreased	P23280	CA6
heart_rate_decreased	P24530	EDNRB
heart_rate_decreased	P25021	HRH2
heart_rate_decreased	P27487	DPP4
heart_rate_decreased	P35218	CA5A
heart_rate_decreased	P35498	SCN1A
heart_rate_decreased	P37288	AVPR1A
heart_rate_decreased	P42892	ECE1
heart_rate_decreased	P45452	MMP13
heart_rate_decreased	P49286	MTNR1B
heart_rate_decreased	P50281	MMP14
heart_rate_decreased	P50406	HTR6
heart_rate_decreased	Q13002	GRIK2
heart_rate_decreased	Q15059	BRD3
heart_rate_decreased	Q15722	LTB4R
heart_rate_decreased	Q8TDS4	HCAR2
heart_rate_decreased	Q969S8	HDAC10
heart_rate_decreased	Q96EB6	SIRT1
heart_rate_decreased	Q9H244	P2RY12
heart_rate_decreased	Q9Y2D0	CA5B
heart_rate_decreased	Q9Y5N1	HRH3
heart_rate_decreased	Q9Y5Z0	BACE2
heart_rate_irregular	O15379	HDAC3
heart_rate_irregular	P03952	KLKB1
heart_rate_irregular	P08709	F7
heart_rate_irregular	P08908	HTR1A
heart_rate_irregular	P09467	FBP1
heart_rate_irregular	P10826	RARB
heart_rate_irregular	P14920	DAO
heart_rate_irregular	P17612	PRKACA
heart_rate_irregular	P23458	JAK1
heart_rate_irregular	P27338	MAOB
heart_rate_irregular	P35346	SSTR5
heart_rate_irregular	P42345	MTOR
heart_rate_irregular	P48058	GRIA4
heart_rate_irregular	Q16445	GABRA6
heart_rate_irregular	Q86X55	CARM1
heart_rate_irregular	Q8TCT1	PHOSPHO1
heart_rate_irregular	Q99808	SLC29A1
heart_rate_irregular	Q9BUB5	MKNK1
blood_pressure_decreased	O43353	RIPK2
blood_pressure_decreased	P03956	MMP1
blood_pressure_decreased	P11086	PNMT
blood_pressure_decreased	P14324	FDPS
blood_pressure_decreased	P14920	DAO
blood_pressure_decreased	P16455	MGMT
blood_pressure_decreased	P23280	CA6
blood_pressure_decreased	P24941	CDK2
blood_pressure_decreased	P29371	TACR3
blood_pressure_decreased	P30305	CDC25B
blood_pressure_decreased	P35346	SSTR5
blood_pressure_decreased	P47989	XDH
blood_pressure_decreased	Q02750	MAP2K1
blood_pressure_decreased	Q13002	GRIK2
blood_pressure_decreased	Q16581	C3AR1
blood_pressure_decreased	Q92731	ESR2
blood_pressure_decreased	Q969S8	HDAC10
blood_pressure_increased	O14965	AURKA
blood_pressure_increased	O15379	HDAC3
blood_pressure_increased	P04035	HMGCR
blood_pressure_increased	P07858	CTSB
blood_pressure_increased	P07949	RET
blood_pressure_increased	P08172	CHRM2
blood_pressure_increased	P10826	RARB
blood_pressure_increased	P13497	BMP1
blood_pressure_increased	P13612	ITGA4
blood_pressure_increased	P14867	GABRA1
blood_pressure_increased	P22303	ACHE
blood_pressure_increased	P23458	JAK1
blood_pressure_increased	P34903	GABRA3
blood_pressure_increased	P41145	OPRK1
blood_pressure_increased	P42892	ECE1
blood_pressure_increased	P49768	PSEN1
blood_pressure_increased	P50281	MMP14
blood_pressure_increased	P55263	ADK
blood_pressure_increased	P62942	FKBP1A
blood_pressure_increased	P68400	CSNK2A1
blood_pressure_increased	P78536	ADAM17
blood_pressure_increased	Q13002	GRIK2
blood_pressure_increased	Q8TCT1	PHOSPHO1
blood_pressure_increased	Q92731	ESR2
blood_pressure_increased	Q969S8	HDAC10
blood_pressure_increased	Q9BUB5	MKNK1
blood_alkaline_phosphatase_increased	O14920	IKBKB
blood_alkaline_phosphatase_increased	O15530	PDPK1
blood_alkaline_phosphatase_increased	O75173	ADAMTS4
blood_alkaline_phosphatase_increased	O95399	UTS2
blood_alkaline_phosphatase_increased	P00533	EGFR
blood_alkaline_phosphatase_increased	P04035	HMGCR
blood_alkaline_phosphatase_increased	P07477	PRSS1
blood_alkaline_phosphatase_increased	P08069	IGF1R
blood_alkaline_phosphatase_increased	P09467	FBP1
blood_alkaline_phosphatase_increased	P10828	THRB
blood_alkaline_phosphatase_increased	P11309	PIM1
blood_alkaline_phosphatase_increased	P13497	BMP1
blood_alkaline_phosphatase_increased	P13612	ITGA4
blood_alkaline_phosphatase_increased	P15144	ANPEP
blood_alkaline_phosphatase_increased	P16455	MGMT
blood_alkaline_phosphatase_increased	P17706	PTPN2
blood_alkaline_phosphatase_increased	P21397	MAOA
blood_alkaline_phosphatase_increased	P23280	CA6
blood_alkaline_phosphatase_increased	P23458	JAK1
blood_alkaline_phosphatase_increased	P24941	CDK2
blood_alkaline_phosphatase_increased	P25021	HRH2
blood_alkaline_phosphatase_increased	P25103	TACR1
blood_alkaline_phosphatase_increased	P25116	F2R
blood_alkaline_phosphatase_increased	P27487	DPP4
blood_alkaline_phosphatase_increased	P29371	TACR3
blood_alkaline_phosphatase_increased	P30542	ADORA1
blood_alkaline_phosphatase_increased	P30968	GNRHR
blood_alkaline_phosphatase_increased	P31391	SSTR4
blood_alkaline_phosphatase_increased	P32238	CCKAR
blood_alkaline_phosphatase_increased	P32247	BRS3
blood_alkaline_phosphatase_increased	P35218	CA5A
blood_alkaline_phosphatase_increased	P35367	HRH1
blood_alkaline_phosphatase_increased	P36888	FLT3
blood_alkaline_phosphatase_increased	P37231	PPARG
blood_alkaline_phosphatase_increased	P39748	FEN1
blood_alkaline_phosphatase_increased	P43235	CTSK
blood_alkaline_phosphatase_increased	P47900	P2RY1
blood_alkaline_phosphatase_increased	P47989	XDH
blood_alkaline_phosphatase_increased	P50579	METAP2
blood_alkaline_phosphatase_increased	P51946	CCNH
blood_alkaline_phosphatase_increased	P53779	MAPK10
blood_alkaline_phosphatase_increased	P55055	NR1H2
blood_alkaline_phosphatase_increased	P55072	VCP
blood_alkaline_phosphatase_increased	P55212	CASP6
blood_alkaline_phosphatase_increased	P55263	ADK
blood_alkaline_phosphatase_increased	P56524	HDAC4
blood_alkaline_phosphatase_increased	P62937	PPIA
blood_alkaline_phosphatase_increased	P62993	GRB2
blood_alkaline_phosphatase_increased	P68400	CSNK2A1
blood_alkaline_phosphatase_increased	P80365	HSD11B2
blood_alkaline_phosphatase_increased	Q05586	GRIN1
blood_alkaline_phosphatase_increased	Q05655	PRKCD
blood_alkaline_phosphatase_increased	Q07912	TNK2
blood_alkaline_phosphatase_increased	Q13133	NR1H3
blood_alkaline_phosphatase_increased	Q14289	PTK2B
blood_alkaline_phosphatase_increased	Q16445	GABRA6
blood_alkaline_phosphatase_increased	Q86TI2	DPP9
blood_alkaline_phosphatase_increased	Q969S8	HDAC10
blood_alkaline_phosphatase_increased	Q9BUB5	MKNK1
blood_alkaline_phosphatase_increased	Q9BY41	HDAC8
blood_alkaline_phosphatase_increased	Q9H244	P2RY12
blood_alkaline_phosphatase_increased	Q9NTG7	SIRT3
blood_alkaline_phosphatase_increased	Q9NYA1	SPHK1
blood_alkaline_phosphatase_increased	Q9ULX7	CA14
blood_alkaline_phosphatase_increased	Q9Y251	HPSE
blood_alkaline_phosphatase_increased	Q9Y5N1	HRH3
blood_alkaline_phosphatase_increased	Q9Y5Z0	BACE2
platelet_count_decreased	O60341	KDM1A
platelet_count_decreased	O94925	GLS
platelet_count_decreased	P00374	DHFR
platelet_count_decreased	P00797	REN
platelet_count_decreased	P06213	INSR
platelet_count_decreased	P15121	AKR1B1
platelet_count_decreased	P16455	MGMT
platelet_count_decreased	P23280	CA6
platelet_count_decreased	P25021	HRH2
platelet_count_decreased	P27487	DPP4
platelet_count_decreased	P31391	SSTR4
platelet_count_decreased	P35218	CA5A
platelet_count_decreased	P37268	FDFT1
platelet_count_decreased	P43116	PTGER2
platelet_count_decreased	P43405	SYK
platelet_count_decreased	P51946	CCNH
platelet_count_decreased	P55055	NR1H2
platelet_count_decreased	Q12908	SLC10A2
platelet_count_decreased	Q16581	C3AR1
platelet_count_decreased	Q9BY41	HDAC8
platelet_count_decreased	Q9Y2D0	CA5B
haemoglobin_decreased	O15379	HDAC3
haemoglobin_decreased	O94925	GLS
haemoglobin_decreased	P00797	REN
haemoglobin_decreased	P03951	F11
haemoglobin_decreased	P04818	TYMS
haemoglobin_decreased	P11802	CDK4
haemoglobin_decreased	P12931	SRC
haemoglobin_decreased	P15121	AKR1B1
haemoglobin_decreased	P21731	TBXA2R
haemoglobin_decreased	P23458	JAK1
haemoglobin_decreased	P24941	CDK2
haemoglobin_decreased	P43116	PTGER2
haemoglobin_decreased	P49137	MAPKAPK2
haemoglobin_decreased	P50281	MMP14
haemoglobin_decreased	P80365	HSD11B2
haemoglobin_decreased	Q13002	GRIK2
haemoglobin_decreased	Q86TI2	DPP9
haemoglobin_decreased	Q9BUB5	MKNK1
haemoglobin_decreased	Q9NTG7	SIRT3
haemoglobin_decreased	Q9ULX7	CA14
red_blood_cell_count_decreased	O43353	RIPK2
red_blood_cell_count_decreased	O76074	PDE5A
red_blood_cell_count_decreased	O95822	MLYCD
red_blood_cell_count_decreased	P00797	REN
red_blood_cell_count_decreased	P04035	HMGCR
red_blood_cell_count_decreased	P04818	TYMS
red_blood_cell_count_decreased	P09874	PARP1
red_blood_cell_count_decreased	P11309	PIM1
red_blood_cell_count_decreased	P11473	VDR
red_blood_cell_count_decreased	P15121	AKR1B1
red_blood_cell_count_decreased	P20292	ALOX5AP
red_blood_cell_count_decreased	P20309	CHRM3
red_blood_cell_count_decreased	P23280	CA6
red_blood_cell_count_decreased	P25100	ADRA1D
red_blood_cell_count_decreased	P25103	TACR1
red_blood_cell_count_decreased	P29274	ADORA2A
red_blood_cell_count_decreased	P35367	HRH1
red_blood_cell_count_decreased	P37058	HSD17B3
red_blood_cell_count_decreased	P39900	MMP12
red_blood_cell_count_decreased	P42574	CASP3
red_blood_cell_count_decreased	P47871	GCGR
red_blood_cell_count_decreased	P49286	MTNR1B
red_blood_cell_count_decreased	P51946	CCNH
red_blood_cell_count_decreased	Q04759	PRKCQ
red_blood_cell_count_decreased	Q12908	SLC10A2
red_blood_cell_count_decreased	Q14416	GRM2
red_blood_cell_count_decreased	Q6V1X1	DPP8
red_blood_cell_count_decreased	Q92731	ESR2
red_blood_cell_count_decreased	Q96EB6	SIRT1
red_blood_cell_count_decreased	Q9BY41	HDAC8
red_blood_cell_count_decreased	Q9NTG7	SIRT3
red_blood_cell_count_decreased	Q9Y251	HPSE
red_blood_cell_count_decreased	Q9Y2D0	CA5B
red_blood_cell_count_decreased	Q9Y5Y6	ST14
red_blood_cell_count_decreased	Q9Y5Z0	BACE2
neutrophil_count_decreased	O95822	MLYCD
neutrophil_count_decreased	P00797	REN
neutrophil_count_decreased	P09917	ALOX5
neutrophil_count_decreased	P14324	FDPS
neutrophil_count_decreased	P15056	BRAF
neutrophil_count_decreased	P23280	CA6
neutrophil_count_decreased	P23458	JAK1
neutrophil_count_decreased	P24941	CDK2
neutrophil_count_decreased	P29274	ADORA2A
neutrophil_count_decreased	P35498	SCN1A
neutrophil_count_decreased	P37268	FDFT1
neutrophil_count_decreased	P43116	PTGER2
neutrophil_count_decreased	Q14416	GRM2
neutrophil_count_decreased	Q6V1X1	DPP8
neutrophil_count_decreased	Q9BUB5	MKNK1
neutrophil_count_decreased	Q9BY41	HDAC8
neutrophil_count_decreased	Q9NTG7	SIRT3
white_blood_cell_count_increased	O15379	HDAC3
white_blood_cell_count_increased	O43353	RIPK2
white_blood_cell_count_increased	O43613	HCRTR1
white_blood_cell_count_increased	O94925	GLS
white_blood_cell_count_increased	P00915	CA1
white_blood_cell_count_increased	P07477	PRSS1
white_blood_cell_count_increased	P08581	MET
white_blood_cell_count_increased	P09874	PARP1
white_blood_cell_count_increased	P10828	THRB
white_blood_cell_count_increased	P11309	PIM1
white_blood_cell_count_increased	P16455	MGMT
white_blood_cell_count_increased	P23280	CA6
white_blood_cell_count_increased	P23443	RPS6KB1
white_blood_cell_count_increased	P24941	CDK2
white_blood_cell_count_increased	P25103	TACR1
white_blood_cell_count_increased	P35348	ADRA1A
white_blood_cell_count_increased	P35367	HRH1
white_blood_cell_count_increased	P37288	AVPR1A
white_blood_cell_count_increased	P42338	PIK3CB
white_blood_cell_count_increased	P42574	CASP3
white_blood_cell_count_increased	P46098	HTR3A
white_blood_cell_count_increased	P48058	GRIA4
white_blood_cell_count_increased	P49286	MTNR1B
white_blood_cell_count_increased	Q04759	PRKCQ
white_blood_cell_count_increased	Q14416	GRM2
white_blood_cell_count_increased	Q6V1X1	DPP8
white_blood_cell_count_increased	Q969S8	HDAC10
white_blood_cell_count_increased	Q96EB6	SIRT1
white_blood_cell_count_increased	Q9NTG7	SIRT3
white_blood_cell_count_increased	Q9Y233	PDE10A
white_blood_cell_count_increased	Q9Y243	AKT3
gamma-glutamyltransferase_increased	O43570	CA12
gamma-glutamyltransferase_increased	O75173	ADAMTS4
gamma-glutamyltransferase_increased	O94925	GLS
gamma-glutamyltransferase_increased	P00797	REN
gamma-glutamyltransferase_increased	P03952	KLKB1
gamma-glutamyltransferase_increased	P06213	INSR
gamma-glutamyltransferase_increased	P07477	PRSS1
gamma-glutamyltransferase_increased	P07711	CTSL
gamma-glutamyltransferase_increased	P08069	IGF1R
gamma-glutamyltransferase_increased	P08311	CTSG
gamma-glutamyltransferase_increased	P08842	STS
gamma-glutamyltransferase_increased	P10828	THRB
gamma-glutamyltransferase_increased	P14867	GABRA1
gamma-glutamyltransferase_increased	P14902	IDO1
gamma-glutamyltransferase_increased	P14920	DAO
gamma-glutamyltransferase_increased	P15056	BRAF
gamma-glutamyltransferase_increased	P15144	ANPEP
gamma-glutamyltransferase_increased	P21918	DRD5
gamma-glutamyltransferase_increased	P22460	KCNA5
gamma-glutamyltransferase_increased	P23280	CA6
gamma-glutamyltransferase_increased	P25103	TACR1
gamma-glutamyltransferase_increased	P25116	F2R
gamma-glutamyltransferase_increased	P27338	MAOB
gamma-glutamyltransferase_increased	P27487	DPP4
gamma-glutamyltransferase_increased	P28482	MAPK1
gamma-glutamyltransferase_increased	P32238	CCKAR
gamma-glutamyltransferase_increased	P35367	HRH1
gamma-glutamyltransferase_increased	P40238	MPL
gamma-glutamyltransferase_increased	P42336	PIK3CA
gamma-glutamyltransferase_increased	P42338	PIK3CB
gamma-glutamyltransferase_increased	P42892	ECE1
gamma-glutamyltransferase_increased	P43235	CTSK
gamma-glutamyltransferase_increased	P45452	MMP13
gamma-glutamyltransferase_increased	P47871	GCGR
gamma-glutamyltransferase_increased	P47989	XDH
gamma-glutamyltransferase_increased	P48058	GRIA4
gamma-glutamyltransferase_increased	P49356	FNTB
gamma-glutamyltransferase_increased	P51677	CCR3
gamma-glutamyltransferase_increased	P51946	CCNH
gamma-glutamyltransferase_increased	P55263	ADK
gamma-glutamyltransferase_increased	P62942	FKBP1A
gamma-glutamyltransferase_increased	P80365	HSD11B2
gamma-glutamyltransferase_increased	Q07343	PDE4B
gamma-glutamyltransferase_increased	Q12908	SLC10A2
gamma-glutamyltransferase_increased	Q13002	GRIK2
gamma-glutamyltransferase_increased	Q14416	GRM2
gamma-glutamyltransferase_increased	Q15858	SCN9A
gamma-glutamyltransferase_increased	Q16790	CA9
gamma-glutamyltransferase_increased	Q9BY41	HDAC8
gamma-glutamyltransferase_increased	Q9HAZ1	CLK4
gamma-glutamyltransferase_increased	Q9UNA0	ADAMTS5
gamma-glutamyltransferase_increased	Q9Y2D0	CA5B
gamma-glutamyltransferase_increased	Q9Y5N1	HRH3
electroencephalogram_abnormal	O43570	CA12
electroencephalogram_abnormal	O60218	AKR1B10
electroencephalogram_abnormal	P00734	F2
electroencephalogram_abnormal	P04626	ERBB2
electroencephalogram_abnormal	P08473	MME
electroencephalogram_abnormal	P08514	ITGA2B
electroencephalogram_abnormal	P08908	HTR1A
electroencephalogram_abnormal	P08912	CHRM5
electroencephalogram_abnormal	P10415	BCL2
electroencephalogram_abnormal	P10721	KIT
electroencephalogram_abnormal	P14555	PLA2G2A
electroencephalogram_abnormal	P17252	PRKCA
electroencephalogram_abnormal	P17612	PRKACA
electroencephalogram_abnormal	P18084	ITGB5
electroencephalogram_abnormal	P19634	SLC9A1
electroencephalogram_abnormal	P22748	CA4
electroencephalogram_abnormal	P23280	CA6
electroencephalogram_abnormal	P23975	SLC6A2
electroencephalogram_abnormal	P25021	HRH2
electroencephalogram_abnormal	P27338	MAOB
electroencephalogram_abnormal	P30968	GNRHR
electroencephalogram_abnormal	P31645	SLC6A4
electroencephalogram_abnormal	P32246	CCR1
electroencephalogram_abnormal	P34998	CRHR1
electroencephalogram_abnormal	P35916	FLT4
electroencephalogram_abnormal	P40238	MPL
electroencephalogram_abnormal	P42785	PRCP
electroencephalogram_abnormal	P43088	PTGFR
electroencephalogram_abnormal	P43116	PTGER2
electroencephalogram_abnormal	P43235	CTSK
electroencephalogram_abnormal	P43490	NAMPT
electroencephalogram_abnormal	P47871	GCGR
electroencephalogram_abnormal	P47989	XDH
electroencephalogram_abnormal	P48039	MTNR1A
electroencephalogram_abnormal	P49356	FNTB
electroencephalogram_abnormal	P51677	CCR3
electroencephalogram_abnormal	P53582	METAP1
electroencephalogram_abnormal	P53779	MAPK10
electroencephalogram_abnormal	P55210	CASP7
electroencephalogram_abnormal	P55263	ADK
electroencephalogram_abnormal	P61073	CXCR4
electroencephalogram_abnormal	Q02127	DHODH
electroencephalogram_abnormal	Q12908	SLC10A2
electroencephalogram_abnormal	Q13547	HDAC1
electroencephalogram_abnormal	Q14416	GRM2
electroencephalogram_abnormal	Q15858	SCN9A
electroencephalogram_abnormal	Q16581	C3AR1
electroencephalogram_abnormal	Q92847	GHSR
electroencephalogram_abnormal	Q969S8	HDAC10
electroencephalogram_abnormal	Q9Y2D0	CA5B
weight_increased	O14684	PTGES
weight_increased	O14920	IKBKB
weight_increased	O60674	JAK2
weight_increased	P03951	F11
weight_increased	P05067	APP
weight_increased	P05412	JUN
weight_increased	P07384	CAPN1
weight_increased	P07900	HSP90AA1
weight_increased	P09917	ALOX5
weight_increased	P10415	BCL2
weight_increased	P10828	THRB
weight_increased	P11086	PNMT
weight_increased	P15121	AKR1B1
weight_increased	P17612	PRKACA
weight_increased	P23975	SLC6A2
weight_increased	P25021	HRH2
weight_increased	P30542	ADORA1
weight_increased	P43235	CTSK
weight_increased	P47989	XDH
weight_increased	P51677	CCR3
weight_increased	P53667	LIMK1
weight_increased	P55212	CASP6
weight_increased	P62937	PPIA
weight_increased	P68400	CSNK2A1
weight_increased	P78536	ADAM17
weight_increased	Q01959	SLC6A3
weight_increased	Q02127	DHODH
weight_increased	Q05655	PRKCD
weight_increased	Q13002	GRIK2
weight_increased	Q9H244	P2RY12
weight_increased	Q9Y233	PDE10A
blood_creatinine_increased	O00519	FAAH
blood_creatinine_increased	O14672	ADAM10
blood_creatinine_increased	O15379	HDAC3
blood_creatinine_increased	O15530	PDPK1
blood_creatinine_increased	O43353	RIPK2
blood_creatinine_increased	P00519	ABL1
blood_creatinine_increased	P00797	REN
blood_creatinine_increased	P03951	F11
blood_creatinine_increased	P03956	MMP1
blood_creatinine_increased	P06213	INSR
blood_creatinine_increased	P06401	PGR
blood_creatinine_increased	P07477	PRSS1
blood_creatinine_increased	P07711	CTSL
blood_creatinine_increased	P07858	CTSB
blood_creatinine_increased	P07949	RET
blood_creatinine_increased	P09467	FBP1
blood_creatinine_increased	P10275	AR
blood_creatinine_increased	P11086	PNMT
blood_creatinine_increased	P13497	BMP1
blood_creatinine_increased	P14324	FDPS
blood_creatinine_increased	P14416	DRD2
blood_creatinine_increased	P14867	GABRA1
blood_creatinine_increased	P15056	BRAF
blood_creatinine_increased	P15121	AKR1B1
blood_creatinine_increased	P15144	ANPEP
blood_creatinine_increased	P17706	PTPN2
blood_creatinine_increased	P20701	ITGAL
blood_creatinine_increased	P22303	ACHE
blood_creatinine_increased	P22748	CA4
blood_creatinine_increased	P23280	CA6
blood_creatinine_increased	P27338	MAOB
blood_creatinine_increased	P28482	MAPK1
blood_creatinine_increased	P29371	TACR3
blood_creatinine_increased	P30968	GNRHR
blood_creatinine_increased	P31644	GABRA5
blood_creatinine_increased	P31645	SLC6A4
blood_creatinine_increased	P37288	AVPR1A
blood_creatinine_increased	P40238	MPL
blood_creatinine_increased	P42892	ECE1
blood_creatinine_increased	P43116	PTGER2
blood_creatinine_increased	P45452	MMP13
blood_creatinine_increased	P47989	XDH
blood_creatinine_increased	P48736	PIK3CG
blood_creatinine_increased	P49146	NPY2R
blood_creatinine_increased	P50281	MMP14
blood_creatinine_increased	P53350	PLK1
blood_creatinine_increased	P62942	FKBP1A
blood_creatinine_increased	P78536	ADAM17
blood_creatinine_increased	P80365	HSD11B2
blood_creatinine_increased	Q13002	GRIK2
blood_creatinine_increased	Q14289	PTK2B
blood_creatinine_increased	Q14416	GRM2
blood_creatinine_increased	Q16445	GABRA6
blood_creatinine_increased	Q16769	QPCT
